0,85.5975518349485,76.2296727216155,45.404782162469,67.174340759049,129.570486831148,51.4208785556096,110.34795608036,41.1733978161058,54.0298144271178,139.252159019914,notsmile
1,30.4858600338734,9.08649496355727,20.9643375142103,36.4017827693708,92.5490880031401,38.6054989510382,88.7252996282585,30.8552182791294,48.7567483071565,126.524009995929,notsmile
2,39.1653447819827,27.1963383121617,32.5610617487259,49.9487932504206,108.324307995304,42.5114405097141,94.8627672322771,38.5268094480616,52.9043931305519,128.971445673903,notsmile
3,31.7507536844355,12.2271179108717,26.0004530181583,41.1748813585726,96.4414159571653,39.7532497062042,90.8113480683963,34.6673032945244,50.5966142864913,129.26989646676,notsmile
4,36.0056830331123,22.2429453987208,31.4593873519193,47.9148418855251,103.04368080067,43.2481672914901,95.9294532284517,23.6854184881636,51.8713448085963,127.990532781981,notsmile
5,35.6898793606657,24.8167242937954,31.4065106629788,46.6764841524028,101.046559757262,42.866596387972,93.1149592398668,23.756028574628,51.5416083616714,120.447036023629,notsmile
6,28.6361091958743,13.842477432429,28.0403252429822,42.0346274420488,97.8094473826175,38.697977900572,87.7849851793599,34.0059965027973,50.9023352582756,130.296850463616,notsmile
0,32.6792864334982,4.88687709588542,13.5618216422057,28.1942248274716,86.1268370877375,35.4570395731379,83.8773444309711,42.3608012775504,51.8153249849093,127.849685006466,notsmile
1,31.082072185502,9.33632350951546,21.187772751368,35.7020215690266,91.9933042675972,37.6897427597172,86.9266721674222,42.0802815013103,54.6502676618441,131.787858064954,notsmile
2,33.4232595256901,8.11537342350248,20.8256626368629,36.1342469512105,92.9529018877434,38.1663662592586,89.6454458999732,46.880417250222,51.5166941316904,134.974621394594,notsmile
3,32.6802842306761,12.2205292520845,21.4470357685328,36.5678801837944,95.1250515778145,37.74542051063,86.3888006990493,39.4568782399458,54.4548200635668,132.484172269635,notsmile
4,29.9457787812217,5.5214128444439,18.1896199801974,31.9935261105464,85.9771355762802,36.9071862741288,84.6088322610946,38.7156397326261,52.2588918559988,129.353142285337,notsmile
5,31.4254391887039,8.60673704885813,21.4679694916275,36.2579994278948,92.928599031965,37.7286310438288,88.0367227335092,49.6279169094171,52.6887506509899,132.855659787721,notsmile
6,32.8871648408532,6.0156153892928,17.2061747557643,31.5788900118736,85.2503588798504,37.7207901134703,87.3066256668905,7.03728533439758,51.2615408990252,131.824947568192,notsmile
7,32.3316461702876,8.02287989041437,17.3988571792424,32.3150286375845,90.3788911253545,36.6610269730882,85.4032340656202,39.8510083046683,51.5540663949196,130.541805210231,notsmile
8,30.3554324713487,8.64176381251872,20.5214325741528,34.5925510855375,88.6122470383011,38.2731620207504,87.3847490827707,31.47486637194,51.5587410458885,131.054252347069,notsmile
9,33.1928614771433,16.50488457224,30.6464495536167,45.3893112430557,97.9109940776849,41.4951382913822,91.782538155318,6.19529713017086,52.0240348516144,135.708382054182,notsmile
10,34.0558388179282,7.38733368661781,17.4136034835413,32.3672525060791,87.6727460913268,37.831469615515,87.5828434334528,29.1650258616765,52.1575227562741,130.103792331817,notsmile
11,31.2513337630959,8.63526872347964,21.2705724333651,35.5502324529359,90.585983290862,37.9455713667133,87.6414339799877,36.6040097560035,50.6547814391181,128.542856823835,notsmile
12,31.057560424962,8.92050985347201,19.1161126305446,33.8503609532478,91.2909424489004,37.3118999801976,86.3480735494103,36.9852505693324,52.6326128017102,132.764779908412,notsmile
0,35.9303972576145,12.6281067308613,31.3850569492725,44.601299525221,92.0821710860298,42.2067749721959,94.5174308991359,38.9624879032918,59.7036830240831,137.719595603859,smile
1,32.3984545011335,6.87466175590833,27.1210059706623,38.7449314350268,83.1764058285919,40.0439745536892,90.521765487735,36.8623105596268,58.5023156921107,134.815208328684,smile
2,38.7702627459489,15.1825906117002,32.4440806545944,45.3814853727202,92.7365156529468,42.5892541086411,94.8135270778974,41.0911052504212,59.8992621652381,138.511871548881,smile
3,37.4760975008507,12.378561787332,29.5974514722357,41.9287540505615,86.9996130521256,42.217938499692,94.2160755341376,38.2287654626009,57.8218851864429,135.379575274009,smile
4,40.0735197990378,16.2502526480831,31.471354470898,45.054767035182,93.887490145644,42.6203869760316,95.0787640254307,39.8564957187607,59.3462065404674,136.808546254306,smile
5,41.3854606777504,13.97514711562,28.8472261293293,42.3090575644882,88.6831439366092,42.7955468265727,95.757406936593,40.1056163730043,59.1707342185863,136.344670836518,smile
6,40.39822566965,11.9685394992183,28.0689909912611,40.3732823079065,84.1745362210828,42.6850039795645,95.6622840662629,39.1415514750163,59.7045400994076,134.601037151477,smile
7,40.0456097441642,16.1939202118341,32.2141987518691,45.3664746228194,92.3408308873368,43.425572915832,96.1947414944141,40.898976358358,59.7549646392137,135.20798284677,smile
8,38.0746464434471,11.9891870008119,29.7731196885865,41.9893669691756,87.2603127335703,42.1269461318742,94.1607875142925,39.8596760562843,60.1632460361985,135.501712889727,smile
9,41.7027341269524,8.55116173021944,21.5480338596548,33.7176135808518,76.8334508761947,41.1799091664683,94.0759476986722,37.9283821046284,58.2893756593086,134.621024822394,smile
10,46.5426678073214,23.8918752377199,29.9011084033393,45.0322888764009,102.211843618921,40.8431658311571,93.1830620185218,39.7000607481052,58.5438061222076,135.142817218216,smile
11,40.0179943020177,9.96839322024433,28.7562601919006,40.1605668088424,85.3786173475671,41.1085940374287,93.4167042349481,38.1355536083628,59.7719784850377,136.993648741124,smile
12,35.7223824873891,12.0440264587152,31.9939081897953,43.1488783221018,91.1149455835285,40.4554282397415,92.5429625356638,38.200164068742,58.6104040109777,135.649460167241,smile
13,41.2139729395803,10.4572474680857,25.7916709941408,42.4907528691597,91.2339778079969,42.8161450139319,94.4985924666337,46.0713188624271,67.327937073839,138.602120642264,smile
14,28.7831697021236,5.97982888295513,26.2819467579325,38.5260784073317,89.0193814689862,38.2265497609719,87.144379476322,34.6283815199432,57.415283764248,136.627062566042,smile
15,34.9910212529727,2.25811303879295,19.7792451245527,31.0222930974744,74.8096450903678,38.7843697540661,89.8971623903776,35.9265087227112,58.3603539485771,137.430772758164,smile
16,33.4056999819772,9.34745859015523,27.9776996526499,40.3341132947735,87.3525527945258,40.6262279121143,91.4093535256815,35.6606557387467,57.3531638590588,136.79699824215,smile
17,29.4899608001282,2.94123076673123,23.9990521422138,35.2110304442191,81.5833654129878,37.8947510970326,87.02496839172,35.6596982690518,58.3536606172557,134.36644302217,smile
18,40.6309292667828,12.5389121978765,26.9515484661308,40.3873559128865,88.0655245959327,41.4613565340487,94.0162723026189,36.4622068903645,57.870202687483,136.056348985236,smile
19,38.1020656359169,11.1900802825771,28.3985495805684,41.0160648077761,87.2738632447478,41.7100727796252,93.9598925318986,37.5043632467833,58.2203689621103,136.683592396935,smile
20,37.3763981703691,4.72735100725933,20.0700032778452,32.163000390814,75.7773038934023,39.985308773688,92.0667958337614,36.9824259851267,57.720866801031,133.102886742751,smile
